Gene	GliNS1	G144	G166	G179	CB541	CB660
RIP	167	207	445	355	371	307
RIPK1	29	18	149	11	28	8
RIPK2	66	47	223	347	38	47
RIPK3	0	0	0	0	0	1
RIPK4	1	0	67	48	0	1
RIPK5	120	86	237	59	106	67
RIPX	61	34	24	0	41	13
RIS1	363	229	226	1657	202	72
RIT1	79	74	281	103	461	89
RIT2	1	23	0	14	0	1
RKHD1	788	543	2548	1641	1156	1366
RKHD2	407	292	372	598	551	263
RKHD3	36	26	11	77	40	69
RLBP1	4	11	0	1	0	0
RLF	16	16	42	40	25	12
RLN2	0	0	3	0	13	2
RLTPR	1	0	32	23	0	34
RNASE1	0	1	0	0	0	0
RNASE11	4	1	3	30	2	4
RNASE3L	7	13	5	24	25	23
RNASE4	20	29	80	1	0	5
RNASEH1	239	239	514	755	463	286
RNASEH2A	27	33	113	6	18	84
RNASEL	13	7	15	13	14	4
RNASEN	248	156	232	344	252	236
RNASET2	3	2	30	12	20	12
RND1	2	5	20	9	14	1
RND2	2386	2039	6341	8583	5108	6237
RND3	38	13	53	80	15	50
RNF10	84	63	332	122	291	122
RNF103	398	363	472	879	909	461
RNF11	426	428	1669	3211	2398	880
RNF111	81	81	127	244	422	291
RNF113A	45	46	427	35	65	48
RNF12	72	74	417	190	178	185
RNF121	17	21	39	76	145	30
RNF122	0	0	1	0	0	1
RNF123	83	54	147	70	272	119
RNF125	1	0	0	0	0	0
RNF126	82	35	131	42	80	72
RNF126P1	3	1	0	0	3	0
RNF128	1	0	32	3	3	1
RNF13	300	284	233	440	714	200
RNF130	214	99	461	331	650	410
RNF133	2	0	2	3	7	3
RNF135	3	2	47	37	4	7
RNF138	63	73	174	31	31	83
RNF138P1	0	0	2	0	0	2
RNF139	53	21	72	34	38	99
RNF14	87	154	252	138	245	63
RNF141	128	95	205	717	351	274
RNF144	50	35	42	52	32	22
RNF146	80	47	72	108	239	174
RNF148	0	0	0	0	0	1
RNF149	17	9	131	15	80	69
RNF150	19	27	56	9	1	8
RNF152	7	6	13	2	1	8
RNF153	53	40	218	175	127	85
RNF157	490	901	350	357	700	268
RNF165	21	9	2	7	2	12
RNF166	26	14	37	10	14	36
RNF167	30	8	76	1	32	23
RNF168	2	0	2	0	0	0
RNF170	1	5	7	8	0	8
RNF175	137	83	7	0	0	1
RNF180	41	25	2	50	166	6
RNF182	55	25	230	451	402	172
RNF185	5	0	18	0	3	3
RNF187	145	133	833	151	133	284
RNF19	39	47	124	563	306	129
RNF190	0	0	0	11	0	0
RNF2	53	65	100	224	170	80
RNF20	30	17	24	34	36	41
RNF24	17	21	69	21	50	37
RNF25	43	32	58	28	128	53
RNF26	71	87	155	100	177	61
RNF31	55	38	97	75	97	83
RNF32	23	7	57	85	13	18
RNF34	21	23	77	57	116	33
RNF36	2	0	11	8	6	5
RNF38	119	71	136	40	231	131
RNF39	1	2	7	0	0	2
RNF4	294	257	924	932	1012	278
RNF40	7	7	16	13	22	11
RNF41	22	17	202	82	182	155
RNF43	0	0	0	0	0	2
RNF44	376	306	317	394	452	321
RNF5	102	49	302	4	74	102
RNF6	42	76	80	257	68	76
RNF7	172	98	750	455	344	369
RNF8	39	18	243	62	132	72
RNGTT	45	34	106	117	61	83
RNH	2	3	2	4	9	3
RNH1	132	74	388	426	303	190
RNMT	139	146	498	216	316	338
RNMTL1	17	15	17	5	3	13
RNP	6	10	8	52	7	17
RNP24	445	351	1100	1178	1047	761
RNPC1	54	35	223	144	913	91
RNPC2	277	325	942	476	615	345
RNPC3	285	305	241	486	412	253
RNPEP	72	61	125	17	43	38
RNPEPL1	7	4	9	3	47	22
RNPS1	329	313	1137	1379	820	931
RNU22	189	187	394	953	361	153
RNU3IP2	26	9	58	5	4	7
RNU65	64	58	393	246	139	283
RNU70	3	3	7	5	0	1
RNUT1	62	72	275	128	265	90
RNUXA	64	83	315	67	115	54
ROBO1	256	140	116	485	370	653
ROBO2	2	0	51	190	0	15
ROBO3	23	33	9	128	44	46
ROBO4	0	0	1	4	0	0
ROCK1	145	101	336	147	362	220
ROCK2	256	180	146	276	521	210
ROD1	85	96	191	47	56	66
RODH	3	3	0	0	1	2
ROM1	33	13	26	45	24	13
ROPN1	4	8	0	0	0	0
ROPN1L	0	0	0	8	0	0
ROR1	14	8	10	3	3	7
ROR2	0	0	10	9	0	6
RORA	2	0	11	2	0	2
RORB	0	0	11	3	7	5
ROS1	0	0	0	2	0	0
RoXaN	17	6	30	5	12	13
RP1-112K5.2	40	32	116	40	27	39
RP1-127L4.6	0	0	0	0	0	2
RP1-286D6.4	4	8	35	14	9	1
RP1-29C18.7	4	4	16	13	11	17
RP1-93H18.5	0	0	0	2	0	0
RP11-114G1.1	0	0	0	0	0	1
RP11-11C5.2	43	32	146	132	73	71
RP11-125A7.3	74	110	104	16	152	64
RP11-130N24.1	0	0	1	0	0	6
RP11-151A6.2	6	6	15	6	12	4
RP11-196G18.6	8	6	5	9	0	3
RP11-19J3.3	24	26	99	138	44	29
RP11-217H1.1	521	915	877	1589	1483	398
RP11-301I17.1	6	0	0	6	0	1
RP11-308B5.5	120	144	546	488	272	165
RP11-311P8.3	25	25	50	139	73	93
RP11-321G1.1	6	14	7	0	4	2
RP11-343N15.3	127	78	115	41	116	39
RP11-348A7.4	0	0	0	0	10	1
RP11-35N6.1	7	3	0	2	0	0
RP11-365K22.1	5	7	13	2	42	8
RP11-367C11.1	11	5	27	1	2	51
RP11-378J18.4	106	88	159	89	88	95
RP11-393H10.2	1	1	3	0	30	8
RP11-450P7.3	1	1	0	2	1	0
RP11-460E7.3	88	126	340	760	339	79
RP11-479E16.1	3	0	0	0	5	2
RP11-484I6.3	28	47	144	53	23	33
RP11-493K23.2	2	7	2	6	2	1
RP11-506K6.3	2	3	7	7	13	8
RP11-50D16.3	8	27	33	40	3	13
RP11-529I10.4	159	132	349	165	562	357
RP11-535K18.3	22	34	109	36	31	17
RP11-54H7.1	7	4	35	0	0	5
RP11-56A21.1	147	69	180	224	232	196
RP11-647M7.1	63	95	13	0	63	10
RP11-78J21.1	2478	1688	7334	14702	11040	15334
RP11-82K18.3	60	33	206	32	67	134
RP11-93B10.1	24	29	55	44	61	47
RP11-98F14.6	68	71	74	159	96	52
RP13-15M17.2	23	17	98	59	89	46
RP13-297E16.1	0	0	221	0	1	20
RP13-360B22.2	133	143	98	64	145	77
RP13-383K5.1	0	2	8	3	0	0
RP13-383K5.2	0	0	0	0	0	2
RP2	131	242	131	54	242	99
RP3-366L4.2	22	4	36	32	19	26
RP3-377H14.5	0	1	12	4	0	0
RP3-398D13.1	0	0	1	0	0	0
RP3-402G11.12	29	6	77	6	18	29
RP3-402G11.5	64	46	264	41	157	99
RP3-473B4.1	4	0	12	6	0	12
RP3-477H23.1	34	32	47	69	66	30
RP3-509I19.5	0	0	0	0	2	0
RP4-622L5	0	0	12	5	2	7
RP4-691N24.1	1	2	5	0	0	6
RP4-691N24.2	0	0	7	0	0	3
RP4-692D3.1	0	0	7	7	0	1
RP4-694E4.2	78	32	161	126	193	172
RP4-742C19.3	0	0	1	2	0	0
RP42	81	80	278	214	178	212
RP5-1022P6.2	51	25	197	228	95	50
RP5-1054A22.3	41	86	12	61	3	5
RP5-1077B9.4	101	31	197	3	22	32
RP5-1104E15.5	73	84	237	141	116	130
RP5-1119A7.4	16	8	25	35	7	12
RP5-1153D9.3	0	0	1	0	0	1
RP5-821D11.2	0	0	1	0	0	0
RP5-860F19.3	86	25	81	36	22	44
RP5-998N21.6	8	6	5	9	0	2
RP6-166C19.1	0	0	2	0	0	0
RP6-213H19.1	0	0	3	0	15	26
RP9	333	314	535	88	78	54
RPA1	1420	2412	1929	6735	5884	1752
RPA2	53	81	213	126	103	112
RPA3	98	44	750	305	77	130
RPAP1	4	8	11	2	27	10
RPE	109	114	158	181	34	132
RPE65	123	30	0	0	148	65
RPESP	3	0	36	5	0	3
RPF1	7	6	22	22	5	14
RPGR	19	36	13	51	0	24
RPGRIP1	36	21	41	57	154	41
RPH3A	10	7	1	0	0	0
RPH3AL	2	1	8	56	41	14
RPIA	93	140	440	851	630	371
RPIB9	0	0	22	0	0	1
RPIP8	14	7	0	0	4	1
RPL10	1692	2376	15732	4148	11630	5417
RPL10A	1018	402	2539	973	1947	4569
RPL11	822	373	5007	1350	1765	3095
RPL12	1522	1289	9165	6301	5090	5886
RPL13	3017	1141	5491	1300	3114	3124
RPL13A	7611	6806	13506	5727	25020	9235
RPL14	1004	745	4116	349	978	1653
RPL14L	3	1	33	1	12	18
RPL15	2575	1930	6941	1929	3382	4839
RPL17	305	155	1230	573	412	1868
RPL18	1634	652	2164	59	560	2151
RPL18A	4331	4592	7298	2049	5275	4319
RPL19	1778	2987	8704	9275	7889	5605
RPL21	8328	6880	38878	5430	21498	34832
RPL22	392	284	2790	737	1044	1106
RPL22L1	1152	947	8821	6868	2873	1989
RPL23	9576	10094	63455	21075	24816	16458
RPL23A	4704	5888	14465	6733	6270	4661
RPL23AP13	1	0	1	0	0	1
RPL23AP7	6	4	9	0	41	7
RPL24	652	742	3025	630	930	1759
RPL26	7663	7812	25378	17289	20748	8652
RPL26L1	192	131	539	124	235	135
RPL27	2337	3538	10341	2135	4483	1445
RPL27A	3880	2026	19829	8623	15455	17823
RPL28	3459	2407	7006	1981	7735	2882
RPL29	4047	1627	7160	2282	7187	6840
RPL3	6730	5389	14491	15620	29445	14653
RPL30	5036	2958	23525	5803	13977	7876
RPL31	2715	3056	8570	7480	6668	5958
RPL31P8	3	0	1	0	1	0
RPL32	2677	1229	20924	5765	7153	6990
RPL34	2612	2050	9058	4664	6441	3801
RPL35	385	94	2376	626	795	757
RPL35A	563	548	4664	7808	2403	2420
RPL36	2459	1430	16027	2125	3893	5212
RPL36A	636	646	3597	2205	902	1498
RPL36AL	26	22	80	57	64	49
RPL37	4615	2402	16690	4863	9252	19594
RPL37A	2863	2396	8373	2552	8407	5329
RPL38	2978	3407	13436	9026	8970	3958
RPL39	2317	2173	17005	5921	4032	4443
RPL39L	0	0	0	221	11	37
RPL4	660	392	1904	511	1353	2487
RPL41	1402	613	8729	2692	4090	3799
RPL5	832	488	2893	1107	1955	1850
RPL6	2410	2439	8231	954	4540	4436
RPL7	1097	1033	7798	4258	8044	3014
RPL7A	45	33	107	32	58	29
RPL7L1	172	206	631	410	204	249
RPL8	2899	3030	6156	5327	7371	3090
RPL9	1789	1551	6770	4485	3390	4806
RPLP0	2359	1530	9380	853	3348	7619
RPLP1	4089	4610	38239	5016	20132	15401
RPLP2	18311	11999	79123	29834	42730	24281
RPN1	408	268	1551	946	783	794
RPN2	313	215	997	252	310	188
RPP14	56	82	404	285	249	126
RPP21	10	5	106	22	22	40
RPP25	1	6	4	5	11	10
RPP30	57	69	159	219	109	124
RPP38	25	23	145	43	62	37
RPP40	93	136	205	405	126	67
RPRC1	131	50	125	156	241	51
RPRM	0	0	0	0	0	4
RPRML	1	0	0	0	0	0
RPS10	2820	1394	7322	892	2488	5014
RPS11	3389	2996	5484	1294	6095	2106
RPS12	1939	2008	4029	1150	4782	1959
RPS13	1605	1846	9276	4480	2812	3723
RPS14	2582	2376	12106	6642	5022	6681
RPS15	1310	1079	8879	4102	3179	5598
RPS15A	3723	3051	13897	12083	9164	12712
RPS16	866	546	749	59	475	689
RPS17	183	125	2008	152	426	1225
RPS18	2095	1851	12412	2305	4065	2772
RPS19	5827	3938	18800	5592	26430	9071
RPS19BP1	1	2	12	0	0	0
RPS2	32314	29693	66140	17973	47994	30878
RPS20	1953	2403	8685	12343	11483	4297
RPS21	6	3	5	23	0	4
RPS23	1294	1102	9710	5050	7125	3283
RPS24	1342	1029	6057	1711	1953	4006
RPS25	1522	1835	6992	3549	7735	5121
RPS26	561	361	2102	3097	3074	6518
RPS27	10404	4626	32103	14288	19626	16079
RPS27A	2449	2496	13971	8134	6351	10763
RPS27L	119	108	627	192	1078	952
RPS28	4239	3659	3493	1952	3399	2292
RPS29	4673	4559	41969	17673	18054	18671
RPS3	1066	390	1963	454	1058	2215
RPS3A	2323	1778	6931	5861	6059	4067
RPS4X	466	408	5743	3443	1920	3429
RPS4Y1	506	518	7	544	1795	3
RPS4Y2	5	2	0	2	18	0
RPS5	3030	3311	12936	1175	5162	2427
RPS6	1817	832	3199	274	1342	2985
RPS6KA1	46	100	167	175	9	52
RPS6KA2	517	622	390	152	485	372
RPS6KA3	104	151	392	513	144	72
RPS6KA4	36	23	39	24	71	51
RPS6KA5	7	9	25	23	7	15
RPS6KA6	2	2	0	0	0	2
RPS6KB1	47	53	153	42	35	34
RPS6KB2	3	6	23	20	26	18
RPS6KC1	110	97	223	89	156	99
RPS6KL1	62	26	93	9	44	48
RPS7	651	702	2841	1093	1474	1250
RPS8	4454	2908	28818	15571	13116	20964
RPS9	1274	527	943	71	1643	565
RPSA	20687	17500	59304	38492	60682	32098
RPUSD1	34	14	54	54	72	37
RPUSD2	9	3	31	0	6	37
RPUSD3	32	31	147	3	33	17
RPUSD4	13	9	42	21	21	31
RQCD1	169	95	576	264	245	481
RRAD	0	0	114	261	0	0
RRAGA	297	297	923	150	789	418
RRAGB	56	56	139	102	218	214
RRAGC	154	219	590	104	279	170
RRAGD	26	61	552	191	75	14
RRAS	15	2	106	6	35	44
RRAS2	199	89	1163	979	466	163
RRBP1	65	51	315	57	61	67
RREB1	28	31	37	43	59	36
RRM1	268	296	1795	951	824	330
RRM2	369	281	1673	2162	914	934
RRM2B	71	59	313	260	672	180
RRN3	157	150	389	266	312	248
RRP22	0	0	0	0	3	0
RRS1	41	29	127	0	0	5
RS1	1	0	0	0	0	0
RSAD1	233	372	1054	1078	622	353
RSAD2	1	4	28	150	1	2
RSAFD1	43	29	74	16	42	23
RSBN1	36	26	111	45	30	36
RSBN1L	171	353	251	413	174	96
RSC1A1	12	5	38	22	32	9
RSHL1	1	0	2	0	0	0
RSHL2	6	1	20	23	13	6
RSHL3	1	2	2	6	3	10
RSL1D1	222	95	566	146	227	258
RSN	116	141	691	535	415	201
RSNL2	115	89	394	430	102	51
RSPO2	0	0	0	0	0	1
RSPO3	1	0	0	0	0	0
RSPRY1	129	81	277	226	543	292
RSRC1	16	4	23	14	19	7
RSU1	582	636	461	353	1842	1472
RTBDN	2	0	3	0	0	0
RTCD1	71	67	95	110	57	60
RTDR1	4	1	0	8	18	8
RTF1	63	61	261	108	235	183
RTKN	122	74	30	32	63	76
RTN1	5	3	1	17	553	220
RTN2	12	5	1	7	6	8
RTN3	447	291	317	244	870	453
RTN4	396	608	1753	704	484	181
RTN4IP1	12	8	40	19	6	7
RTN4R	0	1	15	1	42	9
RTN4RL1	7	9	0	10	2	2
RTN4RL2	4	0	1	0	0	0
RTP4	0	1	100	50	0	0
RTTN	2	1	3	6	9	2
RUFY1	86	40	293	84	373	211
RUFY2	96	85	114	100	202	186
RUFY3	167	172	40	26	341	162
RUNDC1	19	45	140	119	84	33
RUNX1	90	52	169	272	99	48
RUNX1T1	85	39	79	164	116	150
RUNX2	54	76	391	556	143	21
RUNX3	0	0	3	0	0	0
RUSC1	14	12	123	32	67	44
RUSC2	35	30	48	9	81	36
RUTBC1	194	100	115	66	202	125
RUTBC2	0	0	0	0	0	1
RUTBC3	244	254	231	297	372	99
RUVBL1	161	124	260	110	141	99
RUVBL2	77	50	81	88	60	47
RW1	44	24	47	20	94	74
RWDD1	44	64	227	134	57	44
RWDD2	8	19	53	8	21	25
RWDD3	9	6	69	82	74	76
RWDD4A	27	25	86	149	19	30
RXRA	51	55	150	2	38	11
RXRB	277	199	464	234	551	198
RXRG	4	15	1	0	1	0
RY1	422	400	1349	1351	1347	523
RYBP	130	120	299	118	661	158
RYK	145	112	211	182	256	275
RYR1	0	0	0	0	0	6
RYR2	3	1	10	3	0	2
RYR3	0	1	2	0	17	5
S100A10	98	32	3158	1157	441	564
S100A11	118	106	1708	507	595	248
S100A13	0	0	0	0	0	1
S100A16	2	0	746	19	157	11
S100A2	2	2	105	25	39	16
S100A3	0	0	3	0	0	0
S100A4	0	0	44	31	10	5
S100A5	0	0	4	0	0	0
S100A6	1225	151	9421	663	15	40
S100A8	2	0	5	1	0	2
S100B	1919	1121	8	58	3923	366
S100P	0	0	1	0	0	2
S100PBP	128	101	404	300	597	167
SAA1	0	0	2	16	0	0
SAA2	27	27	46	48	17	20
SAA4	0	0	1	0	0	0
SAAL1	105	86	158	24	102	63
SAC	1	0	3	0	0	3
SAC3D1	76	76	325	498	465	279
SACM1L	182	122	572	373	617	304
SACS	143	78	320	308	526	470
SAE1	132	68	400	119	176	326
SAFB	246	113	108	61	179	84
SAFB2	25	24	127	135	43	55
SAG	0	1	1	0	0	0
SAH	4	4	3	19	7	0
SALL1	89	49	1	110	461	216
SALL2	44	16	20	11	190	417
SALL3	43	20	0	6	0	2
SALL4	0	0	5	0	0	1
SAMD1	108	40	48	6	57	67
SAMD10	4	0	31	0	0	4
SAMD11	22	2	9	24	8	56
SAMD12	1	0	0	5	0	1
SAMD13	1	0	1	21	1	21
SAMD14	33	19	3	59	93	28
SAMD3	1	0	3	1	0	0
SAMD4	102	74	34	15	195	31
SAMD4A	347	188	185	61	360	81
SAMD4B	86	66	131	0	11	17
SAMD6	6	2	9	0	15	2
SAMD7	8	6	8	0	0	2
SAMD8	7	5	107	10	10	10
SAMD9	11	3	24	117	10	6
SAMD9L	3	0	22	196	10	16
SAMHD1	41	36	83	44	41	20
SAMM50	100	21	94	76	127	139
SANG	8	3	3	5	9	1
SAP130	15	13	42	32	19	29
SAP18	230	340	1455	2696	1544	719
SAP30	276	232	526	460	112	123
SAP30BP	163	132	252	75	233	119
SAP30L	9	5	7	53	28	24
SAPS1	44	7	35	0	50	12
SAPS2	76	30	45	24	110	28
SAPS3	73	40	55	11	66	71
SAR1A	526	392	814	611	998	833
SAR1B	97	93	1690	651	536	219
SARA1	123	93	314	143	414	179
SARA2	229	219	882	583	956	196
SARDH	0	0	2	8	2	16
SARG	1	1	1	0	0	0
SARM1	63	77	80	84	239	64
SARS	876	1081	4692	2963	4112	667
SARS2	42	15	24	0	43	5
SART1	214	228	465	763	580	311
SART2	33	19	30	64	65	97
SART3	42	28	174	103	110	141
SAS	49	25	20	2	0	12
SAS10	2415	2045	6421	8616	5118	6276
SASH1	104	82	47	26	108	49
SASS6	16	31	63	41	80	36
SAT	336	549	2426	208	270	353
SAT2	589	410	1617	1481	1335	963
SATB1	191	187	58	202	55	50
SATB2	550	377	198	560	1377	98
SATL1	22	18	103	8	32	28
SAV1	68	45	253	152	162	94
SB145	1	0	3	0	2	0
SB153	58	28	89	300	66	63
SBBI54	1	0	3	0	4	0
SBDS	244	130	639	477	613	236
SBDSP	8	1	45	7	0	2
SBF1	43	5	50	6	48	36
SBF2	66	76	147	109	49	98
SBK1	117	111	74	71	185	209
SBNO1	119	123	200	118	70	44
SBP1	155	105	5	51	334	80
SBSN	0	1	3	1	0	0
SBZF3	0	1	0	13	25	10
SC4MOL	148	134	790	509	368	585
SC5DL	238	369	230	364	565	140
SC65	203	165	460	32	153	204
SCAM-1	3	0	2	0	0	1
SCAMP1	87	67	257	100	217	107
SCAMP2	11	5	71	0	39	44
SCAMP3	67	79	490	163	284	72
SCAMP4	243	196	288	614	385	196
SCAMP5	36	12	6	0	38	15
SCAND1	125	65	496	156	361	180
SCAND2	26	17	96	11	38	43
SCAP	88	49	162	74	123	54
SCAP1	0	0	7	0	0	0
SCAP2	59	65	73	351	13	11
SCARA3	128	68	216	869	188	293
SCARA5	11	5	1	0	6	2
SCARB1	127	30	153	6	43	13
SCARB2	1118	636	1084	850	1694	1187
SCARF1	0	0	1	1	3	3
SCARF2	2	1	2	11	0	0
SCC-112	103	75	461	366	244	229
SCCPDH	113	218	541	442	581	185
SCD	2517	2027	872	928	1309	3107
SCD4	89	55	41	43	405	144
SCD5	142	159	204	250	608	272
SCDR10	90	58	17	24	88	49
SCDR9	0	0	0	0	1	0
SCEL	0	0	0	1	1	0
SCFD1	41	30	83	42	60	139
SCFD2	38	20	30	54	28	9
SCG2	9	28	229	257	244	99
SCG3	14	19	0	0	24	5
SCGB1A1	0	1	0	0	0	0
SCHIP1	180	184	291	244	729	219
SCIN	5	2	8	16	2	6
SCIRP10	1	1	4	0	0	0
SCLY	11	19	32	70	22	30
SCMH1	23	22	94	12	22	12
SCML1	56	69	779	192	58	69
SCML2	46	47	673	187	58	64
SCML4	5	6	2	5	1	8
SCN11A	2	0	6	0	0	47
SCN1A	7	23	0	15	168	89
SCN1B	409	718	233	24	44	16
SCN2A2	5	9	0	67	116	9
SCN3A	25	38	0	12	55	5
SCN3B	4	5	6	2	1	3
SCN4A	0	0	0	0	0	1
SCN4B	0	3	0	5	0	0
SCN5A	75	107	418	273	257	386
SCN7A	4	0	2	3	0	17
SCN8A	4	1	14	32	19	9
SCN9A	3	6	2	37	0	4
SCNM1	38	31	161	16	37	30
SCNN1A	27	34	168	45	49	50
SCNN1B	0	0	0	3	0	0
SCNN1D	14	13	44	12	5	14
SCNN1G	0	0	0	53	0	0
SCO1	9	22	16	2	9	1
SCO2	48	16	122	167	201	119
SCOC	112	117	688	1337	630	587
SCOTIN	463	431	1132	1047	1407	640
SCP2	918	878	2088	2941	2500	882
SCPEP1	428	513	1348	1841	884	503
SCRG1	412	348	3	256	238	154
SCRIB	5	0	10	0	0	4
SCRN1	520	349	1519	648	715	593
SCRN2	4	2	18	15	11	14
SCRN3	75	86	183	414	270	99
SCRT2	6	0	14	6	0	0
SCT	0	0	1	0	0	0
SCUBE1	0	0	0	0	1	8
SCUBE2	1	0	6	23	0	4
SCUBE3	4	0	0	0	5	14
SCYE1	205	424	592	581	627	141
SCYL1	25	6	68	27	81	32
SCYL1BP1	16	11	57	129	34	38
SCYL2	201	160	215	531	1248	402
SCYL3	4	2	17	13	4	8
SDAD1	116	104	256	166	173	80
SDBCAG84	16	5	67	6	24	25
SDC1	43	29	682	58	3	91
SDC2	109	37	268	245	2048	753
SDC3	1948	1231	68	851	1232	241
SDC4	9	3	248	73	131	47
SDCBP	723	720	1390	2055	2449	640
SDCBP2	10	4	7	4	0	7
SDCCAG1	59	54	127	95	127	66
SDCCAG10	119	53	221	76	167	66
SDCCAG3	73	65	152	112	120	49
SDCCAG33	213	183	225	365	76	158
SDCCAG3L	1	3	4	5	8	2
SDCCAG8	22	23	62	128	39	27
SDF2	106	155	350	311	338	173
SDF2L1	104	75	206	59	18	53
SDF4	75	20	347	16	139	46
SDFR1	67	43	109	109	654	183
SDHA	757	371	428	271	262	145
SDHAL2	47	37	149	38	48	46
SDHB	233	221	2351	540	310	586
SDHC	105	88	344	22	80	45
SDHD	138	187	470	484	103	130
SDK1	222	153	116	471	383	142
SDK2	30	11	0	5	0	136
SDOS	1	1	1	0	3	2
SDPR	0	0	49	0	57	165
SDS	1	0	0	0	0	0
SDS3	27	16	89	32	46	23
SDSL	3	8	107	145	22	4
SE57-1	0	2	0	0	0	0
SEC10L1	268	464	463	708	904	325
SEC11L1	97	64	339	117	406	192
SEC11L3	544	1425	314	374	511	139
SEC13L1	206	150	1127	996	398	152
SEC14L1	90	74	393	91	266	120
SEC14L2	22	24	121	193	41	13
SEC14L3	0	1	0	0	0	0
SEC15L1	1	1	11	9	0	3
SEC15L2	88	109	87	261	318	163
SEC22L1	249	215	1045	629	704	241
SEC22L2	15	38	76	58	16	18
SEC22L3	66	63	447	336	153	101
SEC23A	444	518	619	2016	1562	494
SEC23B	156	211	503	449	552	146
SEC23IP	199	147	338	830	364	259
SEC24A	619	536	1107	1215	1346	369
SEC24B	45	37	97	466	203	101
SEC24C	51	20	121	7	54	12
SEC24D	120	99	461	176	428	95
SEC31L1	438	216	1625	1109	1408	621
SEC31L2	5	2	5	8	7	22
SEC3L1	5	2	7	18	0	3
SEC5L1	16	10	9	23	5	24
SEC61A1	424	97	540	114	349	456
SEC61A2	124	101	262	97	427	212
SEC61B	121	140	741	579	492	365
SEC61G	1213	696	3544	1821	980	1050
SEC63	291	247	701	510	395	394
SEC63D1	4	0	5	0	0	23
SEC6L1	28	30	5	14	74	15
SEC8L1	5	28	7	8	14	15
SECISBP2	40	35	74	29	51	46
SECP43	5	6	35	7	10	14
SECTM1	2	0	33	47	0	5
SEDL	3	12	40	0	23	18
SEH1L	95	103	144	216	142	96
SEL1L	249	160	340	370	480	194
SELB	0	3	6	1	4	1
SELENBP1	3	1	1	0	8	10
SELI	30	16	38	55	9	23
SELK	380	365	1082	915	1000	328
SELL	0	4	0	6	0	18
SELM	0	0	1	0	0	0
SELO	2	0	6	0	2	1
SELP	0	0	0	2	0	1
SELPLG	0	0	5	0	15	0
SELS	77	128	292	80	319	119
SELT	329	301	815	2187	1857	455
SELV	3	0	1	0	0	0
SEMA3A	502	222	603	2157	1771	534
SEMA3B	17	0	31	5	0	0
SEMA3C	162	88	56	132	50	146
SEMA3D	12	12	14	3	2	67
SEMA3E	11	5	69	25	5	2
SEMA3F	0	0	0	0	1	8
SEMA4A	5	0	2	1	0	1
SEMA4B	66	33	36	8	78	49
SEMA4C	56	24	35	10	8	20
SEMA4D	89	150	113	44	51	74
SEMA4F	21	11	49	20	56	28
SEMA4G	12	6	4	0	92	32
SEMA5A	336	166	23	20	30	29
SEMA5B	5	7	0	0	19	22
SEMA6A	183	121	38	7	801	299
SEMA6B	12	3	66	10	50	38
SEMA6D	55	92	11	79	361	313
SEMA7A	1	0	0	0	0	0
SEN2L	3	1	7	0	5	1
SEN54L	3	6	9	0	0	7
SENP1	62	40	295	190	135	93
SENP2	302	409	411	271	418	251
SENP3	71	25	85	6	24	71
SENP5	11	5	114	24	11	20
SENP6	88	73	467	239	208	168
SENP7	200	157	304	452	293	209
SENP8	3	4	8	7	21	6
SEP15	217	193	430	662	387	170
SEPHS1	265	324	482	313	628	473
SEPHS2	21	11	46	1	17	5
SEPN1	552	393	892	4286	1614	255
SEPP1	23	22	31	18	48	156
SEPT1	20	8	73	7	22	31
SEPT10	98	110	214	147	240	195
SEPT11	399	248	747	447	2954	454
SEPT2	463	251	202	607	943	691
SEPT3	34	17	2	13	61	76
SEPT4	11	1	13	15	10	5
SEPT5	20	7	54	27	15	50
SEPT6	229	231	114	73	128	100
SEPT7	929	729	1177	1060	2043	1428
SEPT8	96	81	121	94	239	126
SEPT9	143	41	96	67	74	200
SEPW1	596	462	421	124	1182	198
SEPX1	32	12	73	30	75	37
SERAC1	16	4	48	34	60	24
SERBP1	777	1233	8913	3144	3267	893
SERF1A	161	98	307	184	559	248
SERF2	210	214	1410	540	861	388
SERGEF	13	37	72	223	76	22
SERHL	153	141	236	421	294	447
SERINC1	877	1298	802	3251	3554	776
SERINC2	33	3	23	3	6	29
SERINC3	30	25	125	56	27	22
SERINC5	0	1	0	0	0	0
SERP1	535	555	5155	2641	2611	746
SERPINA1	2	0	5	6	0	1
SERPINA3	63	100	18	37	6	52
SERPINA5	1	1	1	0	0	0
SERPINB1	0	0	390	1	45	9
SERPINB2	1	5	0	0	0	2
SERPINB4	2	0	0	0	0	0
SERPINB6	50	71	369	54	75	49
SERPINB8	19	15	110	62	12	23
SERPINB9	0	1	40	2	3	2
SERPINC1	2	0	0	0	0	0
SERPIND1	3	2	5	1	9	2
SERPINE1	75	30	3518	2180	456	912
SERPINE2	2953	3891	349	917	185	108
SERPINF1	2	1	13	4	0	87
SERPING1	1431	824	1878	1134	3253	960
SERPINH1	590	237	549	990	2521	1542
SERPINI1	3	0	4	15	4	10
SERPINI2	0	0	4	0	8	6
SERTAD1	33	18	33	0	41	24
SERTAD2	1259	971	3312	1143	1907	892
SERTAD3	9	14	28	14	20	15
SERTAD4	8	22	95	428	0	43
SESN1	1	6	21	2	32	5
SESN2	28	27	279	47	70	42
SESN3	225	150	265	513	1027	283
SESTD1	54	54	58	9	70	60
